CLV;CLM;CLI;FEGL;SIGL;PGL;ALGL;MNGL;PFGL;CAGL;MGGL;TIGL;FOGL;Fe3O4GL;G1;G2;G3;G23;G4;FE1;SI1;P1;AL1;MN1;PF1;CA1;MG1;TI1;FO1;Fe3O4_1;FE2;SI2;P2;AL2;MN2;PF2;CA2;MG2;TI2;FO2;Fe3O4_2;FE3;SI3;P3;AL3;MN3;PF3;CA3;MG3;TI3;FO3;Fe3O4_3;FE23;SI23;P23;AL23;MN23;PF23;CA23;MG23;TI23;FO23;Fe3O4_23;FE4;SI4;P4;AL4;MN4;PF4;CA4;MG4;TI4;FO4;Fe3O4_4;FQGL;FQ1;FQ2;FQ3;FQ23;FQ4
IOCF;IGO;IGO;52,076;13,424;0,091;3,254;0,119;7,106;0,023;0,191;0,426;-99;3,314;17,405;24,279;18,43;42,709;39,886;53,843;6,654;0,114;4,604;0,176;9,72;0,017;0,224;0,521;-99;2,77;52,108;11,167;0,106;3,92;0,155;8,615;0,016;0,194;0,532;-99;3,38;48,858;18,246;0,089;3,131;0,124;7,097;0,025;0,156;0,368;-99;3,38;50,706;14,222;0,099;3,58;0,142;7,96;0,02;0,178;0,461;-99;3,38;52,773;15,524;0,073;2,317;0,069;5,05;0,347;0,192;0,029;-99;3,48;99,125;99,112;99,269;99,123;99,209;99,045
IOCF;IGO;IGO;36,922;39,614;0,059;1,599;0,065;4,9;0,023;0,128;0,104;-99;1,972;29,547;25,341;13,273;38,614;31,839;35,484;40,86;0,061;1,865;0,077;5,351;0,021;0,133;0,118;-99;1,85;39,611;36,676;0,059;1,482;0,057;4,39;0,017;0,119;0,096;-99;2,92;41,689;31,279;0,068;1,835;0,075;5,872;0,021;0,136;0,122;-99;1,95;40,325;34,821;0,062;1,603;0,063;4,899;0,018;0,125;0,105;-99;2,587;34,128;44,272;0,053;1,347;0,055;4,483;0,091;0,126;0,029;-99;1,34;99,305;99,255;99,52;99,053;99,358;99,287
IOCF;IGO;IGO;35,141;41,836;0,058;1,264;0,099;5,396;0,024;0,118;0,105;-99;0,749;20,286;28,709;17,001;45,71;34,004;29,193;52,121;0,052;1,026;0,061;4,066;0,02;0,07;0,071;-99;0,63;32,951;45,401;0,056;1,119;0,092;5,178;0,021;0,085;0,086;-99;0,63;39,457;34,635;0,069;1,426;0,126;6,189;0,027;0,126;0,112;-99;0,93;35,371;41,397;0,061;1,233;0,105;5,554;0,023;0,1;0,096;-99;0,742;38,38;36,292;0,058;1,448;0,113;5,978;0,139;0,171;0,028;-99;0,83;99,22;99,287;99,225;99,215;99,223;99,178
IOCF;IGO;IGO;35,0490;41,551;0,044;1,32;0,086;5,661;0,083;0,191;0,101;-99;1,05;35,478;24,372;11,421;35,793;28,729;31,885;46,299;0,038;1,354;0,073;5,3;0,179;0,239;0,086;-99;1,14;35,346;41,385;0,042;1,14;0,074;5,793;0,019;0,147;0,077;-99;1,09;38,464;36,357;0,047;1,317;0,098;5,957;0,059;0,177;0,113;-99;1,24;36,341;39,781;0,044;1,196;0,082;5,845;0,032;0,157;0,088;-99;1,138;37,348;37,894;0,053;1,431;0,106;5,876;0,136;0,173;0,027;-99;0,83;99,192;99,185;99,249;99,163;99,223;99,163
IOCF;IGO;IGO;35,0880;42,539;0,046;1,269;0,092;5,395;0,025;0,081;0,104;-99;1,077;9,685;24,067;13,652;37,719;52,596;25,009;58,505;0,031;0,828;0,028;3,775;0,013;0,122;0,054;-99;1,14;35,121;42,626;0,043;0,978;0,076;5,001;0,019;0,051;0,069;-99;1,24;36,406;40,318;0,048;1,144;0,103;5,489;0,023;0,118;0,091;-99;1,7;35,586;41,791;0,045;1,038;0,086;5,178;0,02;0,075;0,077;-99;1,406;36,587;40,136;0,05;1,516;0,109;5,85;0,132;0,078;0,03;-99;0,83;99,767;99,12;99,11;99,417;99,222;100,277
IOCF;IGO;IGO;28,182;53,286;0,036;1,089;0,044;4,434;0,019;0,126;0,073;-99;1,33;38,848;33,206;9,295;42,501;18,651;23,624;61,697;0,028;0,776;0,04;3,022;0,015;0,101;0,048;-99;1,75;30,001;49,647;0,039;1,156;0,039;5,271;0,018;0,131;0,071;-99;0,83;31,326;47,523;0,042;1,303;0,05;5,615;0,021;0,154;0,084;-99;1,14;30,291;49,182;0,04;1,188;0,041;5,346;0,019;0,136;0,074;-99;0,898;32,872;45,118;0,045;1,515;0,059;5,294;0,121;0,153;0,027;-99;1,44;99,412;99,49;99,297;99,608;99,366;99,355
IOCF;IGO;IGO;30,86;48,814;0,04;1,117;0,153;4,913;0,019;0,124;0,075;-99;1,381;24,789;33,965;9,694;43,659;31,552;30,363;49,745;0,049;0,956;0,21;4,428;0,016;0,112;0,046;-99;2,05;31,099;47,784;0,04;1,107;0,12;5,36;0,018;0,118;0,063;-99;1,09;32,643;47,04;0,029;0,93;0,173;4,86;0,018;0,13;0,072;-99;2,16;31,442;47,619;0,038;1,068;0,132;5,249;0,018;0,121;0,065;-99;1,328;30,446;49,737;0,037;1,313;0,139;4,828;0,113;0,139;0,024;-99;0,93;99,427;99,026;99,121;99,935;99,304;99,915
IOCF;IGO;IGO;27,408;53,353;0,032;1,108;0,675;4,926;0,019;0,137;0,08;-99;0,828;32,561;28,133;11,774;39,907;27,532;24,634;58,234;0,033;1,073;0,458;4,221;0,017;0,123;0,065;-99;1,04;26,968;54,34;0,026;0,93;0,95;4,874;0,015;0,134;0,06;-99;0,83;28,261;50,35;0,028;1,09;1,336;5,227;0,022;0,149;0,086;-99;0,93;27,349;53,163;0,027;0,977;1,064;4,978;0,017;0,138;0,068;-99;0,86;30,775;47,855;0,038;1,339;0,367;5,685;0,114;0,151;0,024;-99;0,53;99,724;99,583;100,167;99,086;99,848;99,71
IOCF;IGO;IGO;31,453;48,49;0,031;0,974;0,376;4,358;0,019;0,114;0,053;-99;3,565;48,09;27,136;11,021;38,157;13,753;27,773;55,47;0,023;0,75;0,305;3,365;0,017;0,12;0,036;-99;4,8;33,413;44,82;0,031;0,96;0,424;4,778;0,015;0,126;0,053;-99;3,28;36,486;38,931;0,044;1,35;0,658;5,623;0,025;0,074;0,072;-99;1,9;34,301;43,119;0,035;1,073;0,492;5,022;0,018;0,111;0,058;-99;2,881;36,42;38,987;0,047;1,485;0,306;5,988;0,1;0,101;0,03;-99;1,14;99,411;99,746;99,028;99,124;99,057;99,224
IOCF;IGO;IGO;34,012;43,937;0,053;1,059;0,327;4,839;0,014;0,092;0,057;-99;1,851;50,054;23,528;12,474;36,002;13,944;32,059;48,045;0,044;0,846;0,209;3,872;0,01;0,098;0,044;-99;2,66;35,712;40,813;0,06;1,086;0,368;5,548;0,014;0,039;0,052;-99;1,34;37,352;37,014;0,067;1,343;0,767;6,103;0,02;0,124;0,074;-99;0,93;36,28;39,497;0,062;1,175;0,506;5,74;0,016;0,068;0,06;-99;1,198;35,163;40,654;0,063;1,523;0,287;5,98;0,096;0,133;0,022;-99;0,63;99,104;99,029;99,176;99,192;99,18;99,174
IOCF;IGO;IGO;31,222;48,849;0,059;0,93;0,675;4,593;0,021;0,065;0,048;-99;2,328;56,457;21,866;8,634;30,5;13,043;28,582;55,452;0,042;0,58;0,333;3,31;0,015;0,028;0,024;-99;3,58;35,516;39,658;0,078;1,174;0,895;6,091;0,023;0,109;0,054;-99;0,88;36,644;36,179;0,089;1,499;1,465;6,924;0,03;0,074;0,072;-99;0,53;35,835;38,673;0,081;1,266;1,056;6,327;0,025;0,099;0,059;-99;0,781;31,862;44,06;0,082;1,662;1,263;6,095;0,126;0,148;0,034;-99;0,53;100,071;100,675;99,19;99,245;99,204;99,478
IOCC;IGO;IGO;32,964;45,654;0,067;0,866;0,479;5,113;0,024;0,115;0,04;-99;1,917;52,45;22,408;9,131;31,539;16,011;31,226;50,01;0,051;0,585;0,285;4,067;0,019;0,098;0,024;-99;2,87;37,473;36,8;0,085;1,075;0,695;6,528;0,027;0,122;0,043;-99;1,09;38,164;35,236;0,09;1,203;0,952;6,758;0,03;0,137;0,059;-99;0,73;37,673;36,347;0,086;1,112;0,769;6,595;0,028;0,126;0,048;-99;0,986;29,381;49,72;0,079;1,302;0,54;5,619;0,076;0,149;0,035;-99;0,63;99,645;99,833;99,225;99,396;99,273;99,764
IOCC;IGO;IGO;28,443;53,059;0,062;0,923;0,619;3,712;0,022;0,124;0,054;-99;5,059;70,825;13,346;5,328;18,674;10,501;27,184;56,32;0,043;0,505;0,508;2,879;0,017;0,104;0,026;-99;6,43;35,896;39,113;0,109;1,674;0,898;5,932;0,036;0,167;0,094;-99;2,87;34,369;38,811;0,13;2,272;1,265;6,883;0,034;0,184;0,148;-99;1,04;35,46;39,027;0,115;1,845;1,003;6,203;0,035;0,172;0,109;-99;2,348;24,46;56,023;0,096;2,102;0,683;4,9;0,143;0,171;0,028;-99;0,63;99,325;99,248;99,647;99,365;99,566;99,418
IOCF;IGO;IGO;25,043;55,992;0,056;1,775;0,146;5,188;0,009;0,102;0,131;-99;0,717;38,57;24,398;9,736;34,134;27,296;23,637;57,809;0,048;2,063;0,116;4,919;0,005;0,066;0,156;-99;0,53;32,105;45,082;0,071;1,613;0,128;6,236;0,013;0,12;0,101;-99;1,34;31,336;45,801;0,072;1,909;0,235;6,433;0,014;0,142;0,133;-99;0,73;31,886;45,287;0,071;1,697;0,159;6,292;0,013;0,126;0,11;-99;1,166;18,473;66,81;0,048;1,466;0,171;4,187;0,12;0,121;0,011;-99;0,42;99,292;99,053;99,347;99,676;99,44;99,442
IOCF;IGO;IGO;31,329;45,057;0,085;2,186;0,198;6,625;0,014;0,064;0,165;-99;1,331;47,315;21,67;8,102;29,772;22,913;32,932;43,016;0,086;2,148;0,163;6,63;0,014;0,076;0,159;-99;2,36;35,91;37,025;0,099;2,312;0,189;7,899;0,014;0,07;0,153;-99;0,42;35,164;37,643;0,098;2,562;0,31;7,828;0,015;0,077;0,186;-99;0,48;35,707;37,193;0,099;2,38;0,222;7,88;0,014;0,072;0,162;-99;0,436;22,329;59,489;0,067;2,014;0,238;4,985;0,182;0,029;0,013;-99;0,37;99,307;99,452;99,27;99,193;99,25;99,084
IOCF;IGO;IGO;26,525;53,177;0,066;2,073;0,111;5,516;0,012;0,016;0,141;-99;0,556;59,147;15,127;7,645;22,772;18,081;27,128;52,404;0,063;2,013;0,078;5,477;0,01;0,014;0,137;-99;0,68;31,273;45,278;0,077;1,987;0,118;6,702;0,012;0,014;0,114;-99;0,42;31,714;43,858;0,084;2,672;0,214;6,586;0,017;0,035;0,169;-99;0,42;31,421;44,801;0,079;2,217;0,15;6,663;0,014;0,021;0,132;-99;0,42;18,384;66,256;0,059;2,088;0,169;4,199;0,166;0,014;0,014;-99;0,32;99,132;99,061;99,132;99,133;99,131;99,363
IOCF;IGO;IGO;27,237;51,906;0,064;2,107;0,196;5,646;0,014;0,065;0,14;-99;1,348;52,458;19,641;6,943;26,584;20,958;30,528;46,967;0,069;1,984;0,157;5,953;0,016;0,089;0,134;-99;2,26;28,343;50,205;0,064;1,897;0,166;6,088;0,01;0,014;0,104;-99;0,37;27,011;51,458;0,077;2,573;0,431;6,082;0,015;0,178;0,178;-99;0,32;27,995;50,532;0,067;2,074;0,235;6,086;0,011;0,057;0,123;-99;0,357;18,036;66,012;0,046;2,459;0,244;4,317;0,176;0,014;0,011;-99;0,32;99,17;99,072;99,188;99,824;99,352;99,184
IOCF;IGO;IGO;28,628;49,498;0,089;2,06;0,228;5,963;0,015;0,153;0,172;-99;0,568;53,267;16,232;9,231;25,463;21,27;28,405;50,489;0,088;1,698;0,16;5,663;0,012;0,158;0,15;-99;0,68;32,335;43,44;0,095;1,94;0,271;7,03;0,017;0,147;0,163;-99;0,48;33,321;41,108;0,106;2,46;0,466;7,184;0,025;0,126;0,191;-99;0,42;32,692;42,595;0,099;2,129;0,342;7,086;0,02;0,139;0,173;-99;0,458;24,319;55,282;0,079;2,886;0,262;5,372;0,228;0,155;0,017;-99;0,42;99,269;99,165;99,517;99,563;99,534;99,214
IOCF;IGO;IGO;39,4760;33,133;0,076;2,756;0,328;5,074;0,048;0,422;0,436;-99;2,99;49,36;9,167;11,652;20,819;29,821;37,643;38,366;0,073;1,371;0,447;4,798;0,018;0,037;0,139;-99;4,8;39,467;31,186;0,078;3,282;0,242;5,091;0,057;0,654;0,562;-99;1,09;39,807;29,32;0,081;3,65;0,464;5,79;0,075;0,747;0,592;-99;1,04;39,657;30,142;0,08;3,488;0,366;5,482;0,067;0,706;0,579;-99;1,062;42,383;26,56;0,077;4,539;0,105;5,246;0,828;0,861;0,083;-99;1,34;98,802;99,126;97,712;97,835;97,781;98,978
IOCF;IGO;IGO;30,6350;45,053;0,093;2,902;0,736;5,502;0,036;0,376;0,5;-99;0,701;39,454;22,313;10,197;32,51;28,036;37,074;32,755;0,126;4,675;0,115;6,307;0,065;0,773;1,005;-99;0,88;33,071;42;0,086;1,6;1,411;6,235;0,015;0,1;0,161;-99;0,63;32,189;41,439;0,093;2,146;2,169;6,29;0,026;0,077;0,188;-99;0,63;32,794;41,824;0,088;1,771;1,649;6,252;0,018;0,093;0,169;-99;0,63;19,069;66,104;0,053;1,718;0,55;3,498;0,174;0,145;0,016;-99;0,53;99,307;98,991;99,39;99,179;99,322;99,731
IF;IF;IF;36,031;42,483;0,041;1,204;0,332;3,195;0,02;0,148;0,142;-99;1,219;23,932;16,716;9,152;25,868;50,2;43,502;32,115;0,045;0,564;0,057;4,391;0,013;0,069;0,049;-99;2,66;41,974;33,727;0,047;0,838;0,429;3,664;0,017;0,118;0,118;-99;1,04;38,854;35,963;0,055;1,527;1,357;3,958;0,03;0,14;0,142;-99;0,73;40,87;34,518;0,05;1,082;0,757;3,768;0,022;0,126;0,126;-99;0,93;29,975;51,531;0,035;1,572;0,244;2,33;0,195;0,198;0,022;-99;0,68;99,187;99,481;99,118;99,163;99,134;99,075
IF;IF;IF;31,1;51,537;0,041;0,614;0,172;2,515;0,018;0,112;0,053;-99;0,805;40,051;22,447;8,325;30,772;29,177;29,937;54,147;0,039;0,323;0,081;2,262;0,017;0,074;0,032;-99;0,93;37,084;42,822;0,049;0,466;0,228;2,897;0,017;0,089;0,052;-99;0,93;38,16;38,516;0,065;0,933;0,611;3,855;0,025;0,16;0,071;-99;0,83;37,375;41,657;0,053;0,592;0,332;3,156;0,019;0,108;0,057;-99;0,903;26,077;58,376;0,032;1,037;0,128;2,185;0,079;0,168;0,019;-99;0,53;99,602;99,818;99,737;99,027;99,543;99,367
IF;IF;IF;30,9200;50,278;0,056;1,462;0,115;3,091;0,021;0,105;0,131;-99;1,188;44,047;13,779;7,444;21,223;34,73;37,381;40,906;0,06;1,41;0,126;3,433;0,024;0,106;0,131;-99;1,65;36,247;42,595;0,064;0,753;0,057;3,521;0,025;0,067;0,083;-99;1,14;41,886;33,834;0,075;1,385;0,19;3,799;0,025;0,091;0,128;-99;1,14;38,225;39,522;0,068;0,975;0,104;3,619;0,025;0,075;0,099;-99;1,14;18,263;68,737;0,044;1,826;0,109;2,335;0,151;0,121;0,016;-99;0,63;99,532;99,697;99,047;99,524;99,216;99,516
IF;IF;IF;32,503;50,226;0,057;0,459;0,043;2,123;0,021;0,065;0,035;-99;1,099;42,237;15,991;5,735;21,726;36,037;33,465;48,673;0,061;0,264;0,029;2,205;0,022;0,049;0,023;-99;1,54;39,923;38,954;0,078;0,31;0,045;3,028;0,02;0,057;0,034;-99;1,09;37,048;42,809;0,077;0,67;0,144;2,862;0,027;0,094;0,044;-99;0,83;39,164;39,972;0,078;0,405;0,071;2,984;0,022;0,067;0,037;-99;1,021;27,361;58,229;0,04;0,719;0,042;1,507;0,048;0,084;0,019;-99;0,63;99,547;99,205;99,68;99,807;99,715;99,848
IOCF;IGO;IF;31,325;48,286;0,067;2,176;0,236;3,775;0,019;0,146;0,213;-99;3,039;28,793;13,742;9,102;22,844;48,363;28,394;52,619;0,059;1,934;0,178;3,291;0,015;0,127;0,182;-99;3,68;33,233;45,461;0,077;1,322;0,19;4,171;0,025;0,099;0,125;-99;2,36;42,338;32,45;0,069;2,08;0,315;4,046;0,026;0,12;0,203;-99;8,88;36,861;40,277;0,074;1,624;0,24;4,121;0,025;0,107;0,156;-99;4,958;30,456;49,49;0,068;2,58;0,269;3,9;0,259;0,175;0,019;-99;1,75;99,754;99,001;99,056;99,714;99,318;100,409
IOCF;IF;IF;33,4320;47,036;0,061;0,909;0,095;3,181;0,019;0,117;0,057;-99;1,616;27,75;15,217;5,938;21,155;51,095;30,36;51,37;0,054;0,78;0,095;3,252;0,018;0,121;0,046;-99;1,7;38,958;39,9;0,069;0,61;0,067;4,074;0,022;0,098;0,044;-99;1,75;39,084;37,905;0,081;0,815;0,159;4,136;0,024;0,124;0,05;-99;1,54;38,993;39,34;0,072;0,668;0,093;4,091;0,023;0,105;0,046;-99;1,691;32,797;47,868;0,061;1,079;0,095;2,766;0,068;0,119;0,018;-99;1,54;99,323;99,18;100,63;99,27;100,248;99,017
IOCF;IF;IF;25,668;58,932;0,051;0,808;0,067;2,968;0,012;0,098;0,047;-99;0,86;27,125;21,227;6,885;28,112;44,763;22,222;64,563;0,042;0,623;0,1;2,62;0,012;0,099;0,032;-99;0,93;32,117;48,396;0,057;0,643;0,045;4,014;0,015;0,093;0,037;-99;1,04;34,111;44,751;0,073;1,023;0,082;4,398;0,015;0,102;0,055;-99;0,88;32,605;47,503;0,061;0,736;0,054;4,108;0,015;0,095;0,041;-99;1,001;23,399;62,697;0,05;0,966;0,056;2,462;0,06;0,1;0,01;-99;0,73;99,737;99,913;99,268;99,355;99,288;99,91
IOCF;IGO;IGO;37,679;39,771;0,068;1,185;0,191;3,794;0,019;0,183;0,081;-99;1,294;22,842;17,084;9,586;26,67;50,488;32,312;47,089;0,077;1,326;0,331;3,92;0,022;0,188;0,111;-99;1,49;36,822;42,144;0,056;0,587;0,09;3,758;0,017;0,126;0,038;-99;1,14;39,412;37,071;0,067;0,96;0,193;4,036;0,026;0,182;0,052;-99;1,39;37,753;40,321;0,06;0,721;0,127;3,858;0,02;0,146;0,043;-99;1,23;40,069;36,169;0,068;1,367;0,161;3,704;0,087;0,201;0,017;-99;1,24;99,261;99,405;99,52;99,029;99,343;99,153
IOCF;IGO;IGO;36,0640;41,953;0,073;1,326;0,14;3,901;0,019;0,178;0,114;-99;1,152;29,705;15,891;10,682;26,573;43,722;34,913;43,999;0,061;0,826;0,219;3,954;0,019;0,167;0,057;-99;1,24;34,364;44,984;0,065;0,934;0,073;3,715;0,021;0,154;0,085;-99;0,93;40,682;34,141;0,091;1,678;0,136;4,66;0,027;0,202;0,145;-99;1,29;36,904;40,625;0,075;1,233;0,098;4,095;0,023;0,173;0,109;-99;1,075;36,336;41,37;0,08;1,723;0,112;3,747;0,156;0,188;0,017;-99;1,14;99,361;99,317;99,234;99,356;99,281;99,439
IOCF;IGO;IGO;39,685;36,844;0,061;1,029;0,174;3,995;0,026;0,235;0,097;-99;1,435;32,558;18,227;11,84;30,067;37,375;36,161;41,91;0,063;1,086;0,213;3,854;0,022;0,211;0,102;-99;1,75;42,022;34,727;0,045;0,628;0,111;3,375;0,023;0,193;0,064;-99;2,1;42,918;31,389;0,07;1,202;0,207;4,564;0,032;0,286;0,111;-99;1,14;42,375;33,413;0,055;0,854;0,149;3,843;0,027;0,23;0,083;-99;1,722;40,592;35,191;0,064;1,12;0,161;4,241;0,103;0,26;0,029;-99;0,93;99,279;99,243;99,263;99,332;99,292;99,301
IGOF;IMN;IMN;37,698;37,491;0,086;0,956;1,168;5,064;0,027;0,146;0,059;-99;1,93;32,889;18,662;12,752;31,414;35,697;35,293;41,906;0,08;0,847;0,652;4,846;0,018;0,148;0,053;-99;2,87;41,995;29,835;0,106;0,846;1,46;6,03;0,032;0,15;0,047;-99;2,97;42,341;28,042;0,099;1,079;2,413;6,181;0,038;0,144;0,057;-99;1,34;42,135;29,107;0,103;0,941;1,847;6,091;0,034;0,148;0,051;-99;2,308;36,008;40,8;0,076;1,071;1,047;4,361;0,072;0,142;0,03;-99;0,73;99,278;99,202;99,006;99,372;99,154;99,457
IGOF;IGO;IGO;39,577;37,775;0,076;1,07;0,247;3,582;0,028;0,21;0,077;-99;2,953;34,409;16,102;9,321;25,423;40,168;35,083;45,317;0,063;0,758;0,218;2,816;0,017;0,162;0,054;-99;4,5;46,409;27,033;0,081;0,968;0,146;4,174;0,033;0,226;0,061;-99;3,63;46,292;26,176;0,089;1,239;0,357;4,709;0,043;0,268;0,076;-99;2,16;46,366;26,719;0,084;1,067;0,223;4,37;0,037;0,241;0,066;-99;3,091;39,13;38,312;0,081;1,338;0,286;3,739;0,104;0,232;0,033;-99;1,54;99,715;99,553;99,095;99,285;99,163;100,204
IGOF;IF;IGO;35,8250;43,831;0,069;1,094;0,257;3,445;0,012;0,129;0,07;-99;0,677;17,241;21,177;11,052;32,229;50,53;25,425;59,285;0,052;0,866;0,125;2,699;0,011;0,102;0,044;-99;0,42;37,659;40,584;0,076;1,151;0,198;4,079;0,012;0,12;0,062;-99;0,63;43,248;31,124;0,093;1,426;0,407;4,908;0,014;0,149;0,082;-99;0,93;39,576;37,34;0,082;1,245;0,27;4,363;0,013;0,13;0,069;-99;0,733;36,981;42,698;0,067;1,075;0,293;3,114;0,079;0,137;0,011;-99;0,73;100,265;99,623;100,257;100,241;100,253;100,492
IGOF;IGO;IGO;36,623;42,312;0,052;0,982;0,256;3,578;0,011;0,115;0,058;-99;0,943;33,283;16,247;8,538;24,785;41,932;38,569;38,893;0,068;1,326;0,27;4,627;0,011;0,137;0,072;-99;0,93;40,225;36,307;0,06;0,906;0,154;4,657;0,012;0,1;0,047;-99;0,83;37,251;40,227;0,065;1,049;0,432;4,607;0,016;0,093;0,052;-99;0,73;39,201;37,657;0,062;0,955;0,25;4,64;0,013;0,098;0,049;-99;0,796;33,554;47,776;0,034;0,724;0,249;2,118;0,053;0,108;0,01;-99;1,04;99,833;100,68;99,846;99,983;99,895;99,125
IGOF;IF;IGO;31,51;49,538;0,049;0,745;0,483;3,468;0,017;0,092;0,057;-99;1,043;41,355;18,379;7,787;26,166;32,479;39,374;38,496;0,049;0,743;0,314;3,495;0,014;0,114;0,061;-99;1,95;35,741;43,607;0,056;0,643;0,379;4,076;0,017;0,088;0,037;-99;0,63;30,765;48,791;0,063;0,86;0,9;4,426;0,026;0,084;0,052;-99;0,42;34,26;45,15;0,058;0,708;0,534;4,18;0,02;0,087;0,041;-99;0,568;19,282;67,133;0,041;0,777;0,657;2,861;0,063;0,068;0,018;-99;0,27;99,666;99,666;100,163;99,516;99,97;99,42
IGOF;IGO;IGO;32,769;46,693;0,069;1,135;0,404;4,655;0,012;0,071;0,105;-99;0,738;19,741;29,809;11,845;41,654;38,605;38,674;39,655;0,054;0,654;0,146;3,82;0,013;0,055;0,057;-99;1,65;38,105;38,32;0,084;1,16;0,333;6,03;0,01;0,071;0,086;-99;0,63;37,172;37,426;0,088;1,399;0,816;6,083;0,022;0,042;0,117;-99;0,53;37,84;38,066;0,085;1,228;0,47;6,045;0,013;0,063;0,095;-99;0,602;24,278;59,6;0,059;1,28;0,465;3,581;0,141;0,088;0,011;-99;0,42;100,175;99,801;100,756;99,471;100,391;100,132
IC;IC;IC;31,575;54,321;0,035;0,215;0,023;1,52;0,013;0,01;0,014;-99;3,238;93,5;1;0,8;1,8;4,7;32,13;53,57;0,035;0,2;0,021;1,51;0,012;0,01;0,014;-99;3,4;35,61;47,4;0,053;0,34;0,046;2,59;0,019;0,01;0,02;-99;1,7;34,37;48,31;0,058;0,43;0,087;2,86;0,022;0,01;0,016;-99;1,1;35,059;47,804;0,055;0,38;0,064;2,71;0,02;0,01;0,018;-99;1,433;19,2;71,75;0,034;0,46;0,056;1,26;0,023;0,01;0,024;-99;0,7;101,235;101,242;101,413;100,994;101,225;101,103
IF;IF;IF;51,09;24,844;0,065;0,603;0,034;2,276;0,012;0,116;0,029;-99;4,706;18,7;14,1;9,8;23,9;57,4;57,62;13,58;0,073;0,41;0,029;3,36;0,015;0,128;0,022;-99;7,5;59,04;11,35;0,083;0,49;0,031;2,98;0,011;0,119;0,031;-99;5,5;59,52;12,18;0,067;0,51;0,038;2,16;0,018;0,147;0,035;-99;5,3;59,237;11,69;0,076;0,498;0,034;2,644;0,014;0,13;0,033;-99;5,418;45,57;33,99;0,058;0,71;0,035;1,77;0,03;0,106;0,01;-99;3,5;100,953;99,84;99,431;100,165;99,731;101,825
IF;IF;IF;46,571;29,827;0,052;0,817;0,221;2,977;0,019;0,043;0,032;-99;1,922;16,9;14,3;4,5;18,8;64,3;54,48;16,5;0,057;0,78;0,126;4,45;0,023;0,126;0,03;-99;2,3;56,05;15,72;0,052;0,5;0,117;3,57;0,024;0,079;0,036;-99;3,1;54,35;18,22;0,054;0,78;0,229;2,95;0,026;0,092;0,032;-99;2,8;55,643;16,318;0,052;0,567;0,144;3,422;0,024;0,082;0,035;-99;3,028;41,84;37,28;0,05;0,9;0,268;2,46;0,032;0,01;0,017;-99;1,5;100,636;100,013;100,227;100,127;100,201;100,926
IF;IF;IF;44,7470;32,176;0,063;1,245;0,304;2,66;0,018;0,053;0,061;-99;5,638;10,8;10,3;9,8;20,1;69,1;55,83;14,46;0,073;1,39;0,273;3,27;0,025;0,167;0,074;-99;6,9;58,94;13,31;0,031;0,59;0,148;1,24;0,022;0,135;0,038;-99;12,3;58;13,96;0,035;0,96;0,203;1,65;0,026;0,141;0,045;-99;9,5;58,482;13,627;0,033;0,77;0,175;1,44;0,024;0,138;0,041;-99;10,935;39,02;40,34;0,07;1,36;0,346;2,92;0,065;0,01;0,015;-99;3,9;100,529;99,488;99,439;99,719;99,575;100,969
IF;IF;IF;40,164;40,704;0,046;1,042;0,089;1,881;0,012;0,127;0,051;-99;4,891;11;6;14,2;20,2;68,8;55,59;16,08;0,057;1,25;0,12;2,74;0,02;0,171;0,061;-99;8;58,14;14,77;0,029;0,56;0,043;1,4;0,017;0,142;0,041;-99;10;58,77;13,97;0,032;0,56;0,046;1,13;0,015;0,137;0,043;-99;9;58,583;14,208;0,031;0,56;0,045;1,21;0,016;0,138;0,042;-99;9,297;32,29;52,42;0,048;1,15;0,097;1,94;0,052;0,116;0,01;-99;3,1;101,289;99,808;99,829;99,7;99,738;101,981
IF;IF;IF;43,844;35,157;0,04;1,229;0,06;1,533;0,014;0,109;0,075;-99;5,198;8,2;11,5;13,1;24,6;67,2;58,69;13,99;0,036;0,73;0,033;1,16;0,021;0,134;0,055;-99;8,5;58,43;13,16;0,035;0,87;0,033;1,13;0,019;0,105;0,075;-99;9,2;57,42;15,17;0,035;1,03;0,037;1,26;0,023;0,129;0,075;-99;7,3;57,892;14,23;0,035;0,955;0,035;1,199;0,021;0,118;0,075;-99;8,188;36,89;45,4;0,043;1,39;0,072;1,7;0,078;0,102;0,01;-99;3,7;100,79;99,831;98,701;99,656;99,209;101,485
IF;IF;IF;41,4030;38,746;0,044;0,862;0,12;2,034;0,017;0,102;0,048;-99;5,811;16,7;10,9;10,9;21,8;61,5;53,88;21,26;0,021;0,4;0,05;1,87;0,026;0,105;0,027;-99;14,3;58,37;14,04;0,032;0,67;0,057;1,63;0,027;0,118;0,04;-99;9,4;56,91;15,74;0,033;0,7;0,068;1,81;0,018;0,089;0,04;-99;7,9;57,64;14,89;0,033;0,685;0,063;1,72;0,023;0,104;0,04;-99;8,65;32,26;51,95;0,054;1,05;0,16;2,19;0,056;0,101;0,012;-99;2,5;101,058;100,339;99,799;99,652;99,728;101,725
